ID,NUM,Drug_num,score,rank,SMILES(Standardized),Name,CAS,Formula,MolWt
TN1067,80,AUTOGEN_Drug_80,0.000999671,2,O[C@H]1[C@@H](O[C@@H]([C@H]([C@@H]1O)O)COC(=O)c1cc(O)c(c(c1)O)O)O[C@@]12C[C@@H]3[C@@]2(COC(=O)c2ccccc2)[C@@H]2O[C@@]1(C)C[C@]3(O2)O,Galloylpaeoniflorin,122965-41-7,C30H32O15,632.57
TP1180,81,AUTOGEN_Drug_81,0.000823063,1,CC[C@@H]([C@H](N(C(=O)[C@H](C(C)C)NC(=O)[C@@H](N(C)C)C(C)C)C)[C@@H](CC(=O)N1CCC[C@H]1[C@@H]([C@H](C(=O)N[C@H](c1nccs1)Cc1ccccc1)C)OC)OC)C,Dolastatin 10,110417-88-4,C42H68N6O6S,785.09
TN1589,82,AUTOGEN_Drug_82,0.000872927,2,OCC1=C(C)C[C@@H](OC1=O)[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2C[C@@H]2[C@@]3([C@]1(C)C(=O)CC[C@@H]3O)O2)C,Dihydrowithaferin A,5589-41-3,C28H40O6,472.61
TN1051,83,AUTOGEN_Drug_83,0.0016787,2,O=C(O[C@@]1(C[C@@H](O)[C@@H]([C@@H](C1)O)O)C(=O)O)/C=C/c1ccc(c(c1)O)O,1-Caffeoylquinic acid,1241-87-8,C16H18O9,354.31
TN1070,84,AUTOGEN_Drug_84,0.00153487,1,COc1cc(O)cc2c1cc(N(=O)=O)c1c2c2OCOc2cc1C(=O)O,Aristolochic acid D,17413-38-6,C17H11NO8,357.27
T13681,85,AUTOGEN_Drug_85,0.000990188,7,COc1ccc2c3c1O[C@@H]1[C@@]3(CCN(C2)C)C=C[C@H](C1)O,Epi-galantamine,1668-85-5,C17H21NO3,287.35
TN1012L|TN1012,86,AUTOGEN_Drug_86,0.00109191,2,O=C(Cn1cnc2c(c1=O)cccc2)C[C@H]1NCCC[C@@H]1O,Febrifugine dihydrochloride,32434-42-7,C16H21Cl2N3O3,374.26
TN2202,87,AUTOGEN_Drug_87,0.000845888,2,C1CCc2c(C1)cc1[n+](c2)ccc2c1[nH]c1c2cccc1,Sempervirine,6882-99-1,C19H16N2,272.4
TN1249,88,AUTOGEN_Drug_88,0.00097274,6,C[C@@H]1CC[C@@]2([C@@H]([C@H]1C)C1=CC[C@H]3[C@@]([C@@]1(CC2)C)(C)CC[C@@H]1[C@]3(C)CC[C@H](C1(C)C)O)C(=O)O,3-Epiursolic acid,989-30-0,C30H48O3,456.7
TN1892,89,AUTOGEN_Drug_89,0.00274881,1,COc1cc(O)c2c(c1)CCc1c2ccc(c1)O,Lusianthridin,87530-30-1,C15H14O3,242.27
TN1921,90,AUTOGEN_Drug_90,0.00176216,2,OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)c1c(O)cc2c(c1O)c(=O)cc(o2)c1ccc(cc1)O,Meloside A,60767-80-8,C27H30O15,594.52
TJS2216,91,AUTOGEN_Drug_91,0.00105813,3,CC(=O)OC[C@@H](NC(=O)[C@@H](NC(=O)c1ccccc1)Cc1ccccc1)Cc1ccccc1,Aurantiamide acetate,56121-42-7,C27H28N2O4,444.52
T11351,92,AUTOGEN_Drug_92,0.000771387,7,COc1ccc2c3c1O[C@@H]1[C@]3(C=C[C@@H](C1)O)CCN(=O)(C2)C,Galanthamine N-Oxide,134332-50-6,C17H21NO4,303.35
TN1482,93,AUTOGEN_Drug_93,0.00223783,1,Oc1ccc(cc1)C(C(c1coc2c(c1=O)c(O)cc(c2)O)C(=O)c1c(O)cc(cc1O)O)c1ccc(cc1)O,Chamaechromone,93413-00-4,C30H22O10,542.49
TN6989,94,AUTOGEN_Drug_94,0.000793683,2,CC(=O)O[C@H]1C(=O)[C@H]2[C@@]([C@H]3[C@]1(C)[C@@H](CC3=O)c1ccoc1)(C)[C@H](O)C[C@@H]1[C@]32COC(C1([C@@H](C[C@@H]3O)OC(=O)C)C)O,Isotoosendanin,97871-44-8,C30H38O11,574.62
T5S1526,95,AUTOGEN_Drug_95,0.00161558,1,OCC1OC(OCC2OC(Oc3cc(O)c4c(c3)oc(cc4=O)c3ccc(cc3)O)C(C(C2O)O)OC2OC(C)C(C(C2O)O)O)C(C(C1O)O)O,Apigenin 7-O-(2G-rhamnosyl)gentiobioside,174284-20-9,C33H40O19,740.67
TN1754,96,AUTOGEN_Drug_96,0.000940027,3,COCC12CCC(C34C2C(OC)C(C3N(C1)C)C1(C2C4CC(C2O)(C(C1O)OC)O)O)OC,Hypaconine,63238-68-6,C24H39NO8,469.57
TN6738,97,AUTOGEN_Drug_97,0.00074008,10,O[C@@H]1C[C@@H]2[C@@]3([C@H]([C@@]1(O)OC3)C)CC[C@H]1[C@@]2(C)CC[C@@]2([C@]1(C)CC[C@@]1([C@H]2C[C@@](C)(CC1)C(=O)O)C)C,Orthosphenic acid,86632-20-4,C30H48O5,488.7
TN2130,98,AUTOGEN_Drug_98,0.00178952,1,Oc1cc(O)c2c(c1)oc(c(c2=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](C)[C@@H]([C@H]([C@H]2O)O)O)[C@H]([C@@H]([C@H]1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O)O)c1ccc(c(c1)O)O,Manghaslin,55696-57-6,C33H40O20,756.66
TN6162,99,AUTOGEN_Drug_99,0.00247691,1,Oc1ccc(cc1)[C@H]1Oc2cc(O)cc(c2C(=O)[C@H]1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O,Isoengeletin,30987-58-7,C21H22O10,434.4
TN1192,100,AUTOGEN_Drug_100,0.00104646,1,C/C=C\1/CN2[C@@H]3[C@]([C@H]1C[C@@]2(O)c1c(C3)c2c([nH]1)cccc2)(CO)C(=O)OC,16-Epivoacarpine,114027-38-2,C21H24N2O4,368.4
TN1723,101,AUTOGEN_Drug_101,0.0012685,2,Cc1cc(=O)c2c(o1)cc1c(c2O)C[C@@H](C(O1)(C)C)O,Hamaudol,735-46-6,C15H16O5,276.3
TN7021,102,AUTOGEN_Drug_102,0.00115907,1,COc1cc2oc(=O)ccc2c(c1C[C@@H](C(O)(C)C)O)OC,Ent-toddalolactone,1570054-19-1,C16H20O6,308.33
TN1709,103,AUTOGEN_Drug_103,0.00119302,3,COc1cc2[C@@H](O)[C@H](C)[C@H](C)Cc3c(c2c(c1OC)OC)c(OC)c1c(c3)OCO1,Gomisin O,72960-22-6,C23H28O7,416.46
TN1121,104,AUTOGEN_Drug_104,0.000926941,3,CCCCC=CCCCCCCCc1cc(=O)c2c(n1C)cccc2,Evocarpine,15266-38-3,C23H33NO,339.51
TN1222,105,AUTOGEN_Drug_105,0.000652162,1,CC(=O)O[C@@H]1C[C@]23C[C@]43CC[C@@H](C([C@@H]4CC[C@H]2[C@]2([C@@]1(C)[C@H]1[C@H](C)C[C@@]3(O[C@H]1C2)OC[C@@]1([C@H]3O1)C)C)(C)C)O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O)O,23-epi-26-Deoxyactein,264624-38-6,C37H56O10,660.83
T8154,106,AUTOGEN_Drug_106,0.000663172,6,OCC1O[C@@](C(C1O)O)(CO[C@]1(CO[C@]2(CO[C@]3(CO[C@]4(CO)OC(C(C4O)O)CO)OC(C(C3O)O)CO)OC(C(C2O)O)CO)OC(C(C1O)O)CO)OC[C@@]1(OC[C@@]2(OC[C@@]3(OC4OC(CO)C(C(C4O)O)O)OC(C(C3O)O)CO)OC(C(C2O)O)CO)OC(C(C1O)O)CO,Fructo-oligosaccharide DP9 / GF8,143625-74-5,C54H92O46,1477.3
TN7103,107,AUTOGEN_Drug_107,0.000756104,2,CC1=CC(=O)[C@H]([C@]2([C@H]1C[C@H]1OC(=O)[C@@H]([C@@]3([C@]41[C@@H]2[C@@](O)(OC4)[C@@H]([C@@H]3C)O)O)O)C)O,"13,21-Dihydroeurycomanone",129587-06-0,C20H26O9,410.42
T3S0208,108,AUTOGEN_Drug_108,0.000912193,5,OC[C@H]1O[C@@H](OC(=O)[C@@]23CCC(C[C@H]3C3=CC[C@H]4[C@@]([C@@]3(CC2)C)(C)CC[C@@H]2[C@]4(C)CC[C@@H]([C@@]2(C)CO)O)(C)C)[C@@H]([C@H]([C@@H]1O)O)O,Hederagenin-28-beta-D-glucopyranoside,53931-25-2,C36H58O9,634.85
TN1425,109,AUTOGEN_Drug_109,0.000595531,6,OC[C@H]1O[C@@H](O[C@H]2CC[C@]3([C@H](C2(C)C)CC[C@@]2([C@@H]3CC[C@H]3[C@@]42CO[C@]2(C4)[C@@H]3[C@@](C)(O)C[C@@H](O2)C=C(C)C)C)C)[C@@H]([C@H]([C@@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O[C@@H]1O[C@H]([C@@H]([C@H]1O)O)CO,Bacoside A3,157408-08-7,C47H76O18,929.1
TN7040,110,AUTOGEN_Drug_110,0.00212429,1,OC[C@H]1O[C@@H](Oc2cc3O[C@H](c4ccc(c(c4)O)O)[C@H](C(=O)c3c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,Taxifolin 7-O-??-D-glucoside,14292-40-1,C21H22O12,466.39
T13500,111,AUTOGEN_Drug_111,0.000776972,8,CC(=O)O[C@@H]1C[C@H]2C(=O)C=C3[C@@H]([C@]2(C[C@@H]1O)C)CC[C@]1([C@]3(O)CC[C@@H]1[C@]([C@@H](CCC(O)(C)C)O)(O)C)C,3-O-Acetyl-20-Hydroxyecdysone,22961-68-8,C29H46O8,522.67
T20225,112,AUTOGEN_Drug_112,0.00108729,3,COc1cc2c(cc1OC)C[C@@H]1c3c2c2OCOc2cc3CCN1C,"Dicentrine, (-)-",28832-07-7,C20H21NO4,339.39
TN2802,113,AUTOGEN_Drug_113,0.000758669,5,OC[C@H]1O[C@@H](O[C@@H]2CC3C([C@@]4(C2C(C)(C)C(CC4)O)C)C[C@@H](C2[C@]3(C)C(C)C[C@@H]2[C@@](O[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)(CCC=C(C)C)C)O)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,20-O-Glucoginsenoside Rf,68406-27-9,C48H82O19,963.15
TN7110,114,AUTOGEN_Drug_114,0.000571316,6,OC[C@H]1O[C@@H](O[C@H]2CC[C@]3([C@H](C2(C)C)CC[C@@]2([C@@H]3C[C@@H](O)[C@H]3[C@@]2(C)CC[C@@H]3[C@@](O[C@@H]2O[C@H](CO[C@@H]3O[C@H]([C@@H]([C@H]3O)O)CO)[C@H]([C@@H]([C@H]2O)O)O)(CCC=C(C)C)C)C)C)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@H](COC(=O)C)[C@H]([C@@H]([C@H]1O)O)O,Ginsenoside Rs2,87733-66-2,C55H92O23,1121.31
TN6774,115,AUTOGEN_Drug_115,0.00160354,1,OC[C@H]1O[C@@H](Oc2cc(O)c3c(c2)C(=O)c2c(C3=O)c(O)cc(c2)C)[C@@H]([C@H]([C@@H]1O)O)O,Emodin 6-O-β-D-glucoside,34298-85-6,C21H20O10,432.38
TN1786,116,AUTOGEN_Drug_116,0.00110943,3,COc1ccc2c(c1CC(=O)C(C)C)oc(=O)cc2,Isomeranzin,1088-17-1,C15H16O4,260.3
TN1132,117,AUTOGEN_Drug_117,0.00250404,1,Oc1cc(O)c2c(c1)O[C@@]1([C@@H]([C@H]2c2c(O1)cc(c1c2O[C@@H]([C@@H](C1)O)c1ccc(c(c1)O)O)O)O)c1ccc(c(c1)O)O,Procyanidin A2,41743-41-3,C30H24O12,576.51
TN1257,118,AUTOGEN_Drug_118,0.000767489,8,CC(=O)O[C@@H]1CC[C@]2([C@H]([C@@]1(C)C(=O)O)CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2CC(C)(C)CC1)C)C)C,3-O-Acetyl-?????€-boswellic acid,89913-60-0,C32H50O4,498.74
TN1895,119,AUTOGEN_Drug_119,0.00355307,1,Oc1cc(O)c2c(c1)[o+]c(cc2)c1ccc(c(c1)O)O,Luteolinidin chloride,1154-78-5,C15H11ClO5,306.7
T10689,120,AUTOGEN_Drug_120,0.000728024,3,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC(=O)[C@]34CC[C@@]5(C(=CC[C@]6([C@@]5(C)CC[C@@H]5[C@]6(C)CC[C@@H]([C@@]5(C)CO)O[C@@H]5OC[C@@H]([C@@H]([C@H]5O)O)O)C)[C@@]4(C)CC(CC3)(C)C)C)[C@@H]([C@H]([C@@H]2O)O)O)[C@@H]([C@H]([C@@H]1O[C@]1(C)O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O)O,Cauloside D,12672-45-6,C56H92O22,1117.32
TN1076,121,AUTOGEN_Drug_121,0.0010264,1,OC[C@H]1O[C@@H](O[C@@H]2OC=C([C@H](/C/2=C\C)CC(=O)OC[C@H]2O[C@@H](OCCc3ccc(cc3)O)[C@@H]([C@H]([C@@H]2O)O)OC(=O)C[C@H]2/C(=C\C)/[C@@H](OC=C2C(=O)OC)O[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)C(=O)OC)[C@@H]([C@H]([C@@H]1O)O)O,Oleonuezhenide,112693-21-7,C48H64O27,1073.01
TN1987,122,AUTOGEN_Drug_122,0.00151333,2,COc1c2CC[C@@H]3[C@](c2c(cc1C(C)C)O)(C)CCC1=C3COC1=O,Neotriptophenolide,81827-74-9,C21H26O4,342.43
T9218,123,AUTOGEN_Drug_123,0.000938201,3,OC[C@]1(C)CCC[C@@]2([C@@H]1CCC(=C)[C@H]2CCC1=CCOC1=O)C,Andrograpanin,82209-74-3,C20H30O3,318.45
T25476,124,AUTOGEN_Drug_124,0.00101987,5,O=C[C@]1(C)[C@@H](O)CC[C@]2([C@H]1CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@]1([C@H]2CC(CC1)(C)C)C(=O)O)C)C,Gypsogenin,639-14-5,C30H46O4,470.69
TN2103,125,AUTOGEN_Drug_125,0.00287228,1,Oc1cc(O)c2c(c1)O[C@@H]([C@@H]([C@H]2c1c(O)cc(c2c1O[C@H](c1ccc(c(c1)O)O)[C@@H]([C@H]2c1c(O)cc(c2c1O[C@@H]([C@@H](C2)O)c1ccc(c(c1)O)O)O)O)O)O)c1ccc(c(c1)O)O,Procyanidin C1,37064-30-5,C45H38O18,866.77
T2S1975,126,AUTOGEN_Drug_126,0.000811792,2,C=C1[C@@H]2CC[C@@H]3[C@]4(C1=O)[C@H]2O[C@@H]1[C@@]23[C@@H](O)CCC([C@H]2[C@@H]([C@@]4(O)O1)O)(C)C,Ponicidin,52617-37-5,C20H26O6,362.42
TN2315,127,AUTOGEN_Drug_127,0.00271698,1,Oc1cc(O)c2c(c1)C(=O)c1c(C2=O)cccc1,Xanthopurpurin,518-83-2,C14H8O4,240.21
TN1757,128,AUTOGEN_Drug_128,0.00106907,1,COC[C@@H]1Cc2cc(OC)c3c(c2[C@@H]([C@H]1COC)c1ccc(c(c1)OC)OC)OCO3,Hypophyllanthin,33676-00-5,C24H30O7,430.5
TN2232,129,AUTOGEN_Drug_129,0.000648902,5,OC[C@H]1O[C@@H](O[C@H]2[C@@H](O[C@@H]([C@H]([C@@H]2O)O)C(=O)O)O[C@H]2CC[C@]3([C@H]([C@@]2(C)CO)CC[C@@]2([C@@H]3CC=C3[C@@]2(C)CC[C@@]2([C@H]3CC(C)(C)[C@H]([C@H]2O[C@@H]2OC[C@@H]([C@@H]([C@H]2O)O[C@@H]2O[C@H](COC(=O)C)[C@H]([C@@H]([C@H]2OC(=O)C)OC(=O)C)OC(=O)C)O)O)C)C)C)[C@@H]([C@H]([C@H]1O)O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,Soyasaponin Ab,118194-13-1,C67H104O33,1437.52
T21165,130,AUTOGEN_Drug_130,0.00102911,4,CCCCC/C=C/C=C/C(=O)NCC(C)C,Pellitorine,18836-52-7,C14H25NO,223.35
TMS0879,131,AUTOGEN_Drug_131,0.000770789,6,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC(=O)[C@]34CC[C@@]5(C(=CC[C@H]6[C@@]5(C)C[C@@H](O)[C@@H]5[C@]6(C)C[C@H]([C@@H]([C@@]5(C)CO)O)O)[C@@H]4CC(CC3)(C)C)C)[C@@H]([C@H]([C@@H]2O)O)O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O)O,Asiaticoside B,125265-68-1,C48H78O20,975.1
TN2286,132,AUTOGEN_Drug_132,0.00104895,2,CC(=CCC[C@H]([C@H]1CC[C@@]2([C@]1(C)CCC1=C2CC[C@@H]2[C@]1(C)CC[C@H](C2(C)C)OC(=O)C)C)C(=O)O)C,Tsugaric acid A,174391-64-1,C32H50O4,498.8
T4237,133,AUTOGEN_Drug_133,0.00232357,1,COc1c2C(=O)c3ccccc3C(=O)c2cc(c1C)O,Rubiadin 1-methyl ether,7460-43-7,C16H12O4,268.26
T3844,134,AUTOGEN_Drug_134,0.000688321,7,OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3([C@H]4C[C@H]4[C@@H]3[C@H](C)[C@]3(O4)CC[C@H](CO3)C)C)C2)C)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O,Deltonin,55659-75-1,C45H72O17,885.05
TN1253,135,AUTOGEN_Drug_135,0.00230971,1,Oc1ccc2c(c1O)C(=O)c1c(C2=O)c(O)c(c(c1)O)C,3-hydroxymorindone,80368-74-7,C15H10O6,286.24
TN2546,136,AUTOGEN_Drug_136,0.00153915,1,COc1c(O)cc2c(c1CC=C(C)C)c(=O)c1c(o2)cc(c2c1OC(C)(C)CC2)O,1-Isomangostin,19275-44-6,C24H26O6,410.46
TN6795,137,AUTOGEN_Drug_137,0.00139409,1,COc1cc2oc(=O)ccc2c(c1/C=C/C(=O)C)OC,5-Methoxysuberenone,85011-58-1,C15H14O5,274.27
TN2755,138,AUTOGEN_Drug_138,0.0012887,1,C=C1C(=O)O[C@@H]2[C@@H]1C[C@]1(C)[C@@H](O)CC[C@H]1[C@@H](C2)C,2-Desoxy-4-epi-pulchellin,122872-03-1,C15H22O3,250.3
TN1345,139,AUTOGEN_Drug_139,0.00145879,1,COc1c2ccc(=O)oc2c(c2c1cco2)O,8-Hydroxybergapten,1603-47-0,C12H8O5,232.19
TN1198,140,AUTOGEN_Drug_140,0.00104634,2,OC[C@]12CC[C@@H](C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2([C@]1(O)CC[C@@H]2c1ccc(=O)oc1)C)O,19-Hydroxybufalin,39844-86-5,C24H34O5,402.52
TN6776,141,AUTOGEN_Drug_141,0.000660663,6,OC[C@H]1O[C@@H](OC(=O)[C@]23CC[C@@]4(C(=CC[C@H]5[C@@]4(C)CC[C@@H]4[C@]5(C)CC[C@H](C4(C)C)O[C@@H]4O[C@H](C(=O)O)[C@H]([C@@H]([C@H]4O)O[C@@H]4O[C@@H](C)[C@@H]([C@H]([C@H]4O)O)O)O)[C@@H]3CC(CC2)(C)C)C)[C@@H]([C@H]([C@@H]1O)O)O,Cyaonoside B,51161-58-1,C48H76O18,941.11
TN1025,142,AUTOGEN_Drug_142,0.00110589,1,O=C(c1ccccc1)OC[C@]1(C)CC[C@]2([C@@H](C1)[C@]1(C)CC=C3C(=CC[C@@H]4[C@]3(C)CC[C@H](C4(C)C)OC(=O)c3ccccc3)[C@]1(CC2)C)C,"3,29-O-Dibenzoyloxykarounidiol",389122-01-4,C44H56O4,648.9
T9135,143,AUTOGEN_Drug_143,0.00131435,1,O=C1O[C@H]2[C@@H]3[C@@]1(CCCC3(C)C)c1c([C@H]2O)cc(c(c1O)O)C(C)C,Epirosmanol,93380-12-2,C20H26O5,346.42
T2S1682,144,AUTOGEN_Drug_144,0.00186203,1,OC1C(Oc2cc(O)c3c(c2)OC(CC3=O)c2ccccc2)OC2C(C1OC(=O)c1cc(O)c(c(c1)O)O)OC(=O)c1cc(O)c(c(c1c1c(C(=O)OC2)cc(c(c1O)O)O)O)O,pinocembrin-7-o-3-o-galloyl-4-6-hexahydroxydiphenoyl-beta-d-glucoside,205370-59-8,C42H32O21,872.69
TQ0172,145,AUTOGEN_Drug_145,0.00156664,1,COc1ccc(cc1)c1oc2c(CC=C(C)C)c(O)cc(c2c(=O)c1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O)O)O,2''-O-Rhamnosylicariside II,135293-13-9,C33H40O14,660.66
T2S0265,146,AUTOGEN_Drug_146,0.00181166,1,Oc1ccc(cc1)c1oc2cc(O[C@@H]3O[C@@H](C)[C@@H]([C@H]([C@H]3O)O)O)cc(c2c(=O)c1O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](C)[C@@H]([C@H]([C@H]2O)O)O)[C@@H]([C@@H]([C@H]1O)O)O)O,Robinin,301-19-9,C33H40O19,740.66
T5S1261,147,AUTOGEN_Drug_147,0.00184918,1,COc1ccc(cc1)C[C@@H]1COc2c(C1=O)c(O)c(c(c2C)O)C,Methylophiopogonanone B,74805-91-7,C19H20O5,328.36
TJS0928,148,AUTOGEN_Drug_148,0.000720444,7,O[C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@H]1O)C(=O)O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2CC(C)(C)CC1)C(=O)O)C)C,Calenduloside E,26020-14-4,C36H56O9,632.83
TN1879,149,AUTOGEN_Drug_149,0.00104068,4,OC(=O)CC[C@H]([C@H]1CC(=O)[C@@]2([C@]1(C)CC(=O)C1=C2[C@@H](O)C[C@@H]2[C@]1(C)CCC(=O)C2(C)C)C)C,Lucideric acid A,95311-94-7,C27H38O6,458.59
TN2190,150,AUTOGEN_Drug_150,0.00144578,1,COc1cc2CCN3[C@H](c2cc1O)Cc1c(C3)c(O)c(cc1)OC,Scoulerine,6451-73-6,C19H21NO4,327.37
T40660,151,AUTOGEN_Drug_151,0.000785489,2,CC(=O)O[C@@H]1[C@@H]2[C@@H](OC(=O)c3ccccc3)C(=C)[C@H](OC(=O)c3ccccc3)[C@@H](O)C(=O)C([C@H]3[C@H]([C@@H](C(=O)[C@@]2([C@H]([C@@]1(C)O)O)OC(=O)C)C)O3)(C)C,Kansuinine B,57685-46-8,C38H42O14,722.73
TN4673,152,AUTOGEN_Drug_152,0.00135715,1,COc1cc(ccc1O)C[C@@H]1COC(=O)[C@@]1(O)Cc1ccc(c(c1)OC)O,(+)-Nortrachelogenin,61521-74-2,C20H22O7,374.38
TN2033,153,AUTOGEN_Drug_153,0.00272001,1,COc1cc2O[C@H](c3ccc(c(c3)O)O)[C@H](C(=O)c2c(c1)O)O,Padmatin,80453-44-7,C16H14O7,318.28
TN2296,154,AUTOGEN_Drug_154,0.000577165,12,OC[C@H]1O[C@@H](O[C@H]2CC[C@]3([C@H](C2(C)C)[C@@H](O)C[C@@]2([C@@H]3C[C@@H](O)[C@H]3[C@@]2(C)CC[C@@H]3[C@@](O[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)(CCC=C(C)C)C)C)C)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,Vinaginsenoside R4,156009-80-2,C48H82O19,963.16
TN6339,155,AUTOGEN_Drug_155,0.00110035,4,O[C@@H](CC(=O)CCc1ccccc1)CCc1ccccc1,"(R)-5-Hydroxy-1,7-diphenylheptan-3-one",100761-20-4,C19H22O2,282.38
T9144,156,AUTOGEN_Drug_156,0.000896795,1,O=C1O[C@H]2[C@@H](C1=C)C[C@]1([C@](C2)(C)CCCC1=C)O,Telekin,6752-90-5,C15H20O3,248.32
TN2341,157,AUTOGEN_Drug_157,0.000777946,3,CC(=O)OC(/C=C/C(=O)[C@@]([C@H]1[C@H](O)C[C@@]2([C@]1(C)CC(=O)[C@@]1([C@H]2CC=C2[C@H]1C[C@H](O)[C@H](C2(C)C)O)C)C)(O)C)(C)C,Cucurbitacin Q1,99530-82-2,C32H48O8,560.72
T4244,158,AUTOGEN_Drug_158,0.00150321,1,Cc1c(O)c(C)c2c(c1O)c(=O)c(co2)Cc1ccc2c(c1)OCO2,Methylophiopogonone A,74805-90-6,C19H16O6,340.32
T2S1194,159,AUTOGEN_Drug_159,0.00081055,2,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@@H]3CC[C@H]4C(=CC[C@@H]5[C@]4(C)[C@@H](O)C[C@]4([C@@]5(C)CC[C@@H]4[C@@H](CC[C@H](C(O)(C)C)O)C)C)C3(C)C)[C@@H]([C@H]([C@@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O,Mogroside II-A2,88901-45-5,C42H72O14,801.01
TN7068,160,AUTOGEN_Drug_160,0.00093475,5,COC1=C[C@H]2[C@@H]3Cc4c([C@@]2(CC1=O)CCN3(=O)C)c(O)c(cc4)OC,Sinomenine N-oxide,1000026-77-6,C19H23NO5,345.39
TN7063,161,AUTOGEN_Drug_161,0.00123797,2,COc1c(OC)cc2c(c1OC)c1ccc(c(=O)cc1[C@H](CC2)N(C(=O)C)C)OC,N-Acetaminophen,7336-40-5,C23H27NO6,413.46
TN7069,162,AUTOGEN_Drug_162,0.0014079,1,COc1ccc(cc1)/C=C/C(=O)c1c(OC)cc(cc1OC)OC,"2',4,4',6'-Tetramethoxychalcone",94103-36-3,C19H20O5,328.36
TN5894,163,AUTOGEN_Drug_163,0.00118261,1,COc1cc2oc(=O)ccc2c(c1C[C@@H](C(=C)C)O)OC,Toddanol,77715-99-2,C16H18O5,290.31
T4S1519,164,AUTOGEN_Drug_164,0.00065886,4,OC[C@H]1O[C@@H](O[C@H]2C[C@@]3(C)[C@]4(C)CC[C@@H]([C@H]4[C@@H](C[C@@H]3[C@@]3([C@@H]2C(C)(C)[C@@H](O)CC3)C)O)[C@]2(C)CC[C@@H](O2)C(O)(C)C)[C@@H]([C@H]([C@@H]1O)O)O,Pseudoginsenoside RT5,98474-78-3,C36H62O10,654.88
TQ0169,165,AUTOGEN_Drug_165,0.000697685,6,CC(=O)OCCC[C@@H](C1=C(C)C[C@@H]2[C@H]([C@@H]1O)C(=C)C(=O)O2)C,Inulicin,33627-41-7,C17H24O5,308.37
TN5503,166,AUTOGEN_Drug_166,0.00136106,1,OC[C@H]1O[C@@H](Oc2cc3oc(cc(=O)c3c(c2OC)O)c2ccc(cc2)OC)[C@@H]([C@H]([C@@H]1O)O)O,Linaroside,53452-12-3,C23H24O11,476.43
TN2241,167,AUTOGEN_Drug_167,0.000798473,5,OC[C@H]1O[C@@H](Oc2ccc(cc2OC)C[C@@H]2COC(=O)[C@H]2Cc2ccc(c(c2)OC)OC)[C@@H]([C@H]([C@@H]1O)O)O,Styraxlignolide F,823214-06-8,C27H34O11,534.6
TN2309,168,AUTOGEN_Drug_168,0.000818376,3,CC1=C(C)C(=O)O[C@H](C1)[C@@]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2[C@@H]2O[C@@H]2[C@@]2([C@]1(C)C(=O)C=CC2)O)(O)C,Withanolide A,32911-62-9,C28H38O6,470.6
